financial_year,state_code,state,month,month_date,regular,adhoc,total
2019-20,11,Sikkim,2019-05,2019-05-01,27.2661604,0.0,27.2661604
2019-20,11,Sikkim,2019-06,2019-06-01,18.1261324,0.0,18.1261324
2019-20,11,Sikkim,2019-07,2019-07-01,18.5930133,-8.159872283,10.433141016999999
2019-20,11,Sikkim,2019-08,2019-08-01,20.755815006833572,-3.746352,17.00946300683357
2019-20,11,Sikkim,2019-09,2019-09-01,27.2048445,-2.44591,24.7589345
2019-20,11,Sikkim,2019-10,2019-10-01,18.3750327,-3.942670173,14.432362526999999
2019-20,11,Sikkim,2019-11,2019-11-01,25.7355199,0.0,25.7355199
2019-20,11,Sikkim,2019-12,2019-12-01,22.0,-3.5,18.5
2019-20,11,Sikkim,2020-01,2020-01-01,17.0,0.0,17.0
2019-20,11,Sikkim,2020-02,2020-02-01,20.2,0.0,20.2
2019-20,11,Sikkim,2020-03,2020-03-01,20.3704567,1.8614050949316594,22.231861794931657
2019-20,12,Arunachal Pradesh,2019-04,2019-04-01,41.7812455,3.841838818681968,45.62308431868197
2019-20,12,Arunachal Pradesh,2019-05,2019-05-01,33.3689245,0.0,33.3689245
2019-20,12,Arunachal Pradesh,2019-06,2019-06-01,42.2914258,0.0,42.2914258
2019-20,12,Arunachal Pradesh,2019-07,2019-07-01,33.4120861,-2.484825365,30.927260735000004
2019-20,12,Arunachal Pradesh,2019-08,2019-08-01,33.29293238245366,-6.0092578,27.283674582453656
2019-20,12,Arunachal Pradesh,2019-09,2019-09-01,32.4904858,-4.2937982,28.1966876
2019-20,12,Arunachal Pradesh,2019-10,2019-10-01,31.2567851,-6.706665297,24.550119802999998
2019-20,12,Arunachal Pradesh,2019-11,2019-11-01,45.2732228,0.0,45.2732228
2019-20,12,Arunachal Pradesh,2019-12,2019-12-01,62.0,-10.0,52.0
2019-20,12,Arunachal Pradesh,2020-01,2020-01-01,52.0,0.0,52.0
2019-20,12,Arunachal Pradesh,2020-02,2020-02-01,47.1,0.0,47.1
2019-20,12,Arunachal Pradesh,2020-03,2020-03-01,48.0660423,1.9145880976439926,49.98063039764399
2019-20,13,Nagaland,2019-04,2019-04-01,40.8216626,3.8428891983925815,44.66455179839259
2019-20,13,Nagaland,2019-05,2019-05-01,36.292649,0.0,36.292649
2019-20,13,Nagaland,2019-06,2019-06-01,35.6836544,0.0,35.6836544
2019-20,13,Nagaland,2019-07,2019-07-01,32.0055769,-3.2214636179999996,28.784113282
2019-20,13,Nagaland,2019-08,2019-08-01,34.069481401350046,-6.1494222,27.920059201350046
2019-20,13,Nagaland,2019-09,2019-09-01,35.4043274,-4.5506771,30.853650299999998
2019-20,13,Nagaland,2019-10,2019-10-01,29.3776647,-6.303468624000001,23.074196076
2019-20,13,Nagaland,2019-11,2019-11-01,38.2461899,0.0,38.2461899
2019-20,13,Nagaland,2019-12,2019-12-01,55.0,-9.0,46.0
2019-20,13,Nagaland,2020-01,2020-01-01,46.0,0.0,46.0
2019-20,13,Nagaland,2020-02,2020-02-01,37.9,0.0,37.9
2019-20,13,Nagaland,2020-03,2020-03-01,37.174439,1.9145880976439926,39.08902709764399
2019-20,14,Manipur,2019-04,2019-04-01,44.4496639,5.207847128534487,49.657511028534486
2019-20,14,Manipur,2019-05,2019-05-01,39.4548974,0.0,39.4548974
2019-20,14,Manipur,2019-06,2019-06-01,49.6998137,0.0,49.6998137
2019-20,14,Manipur,2019-07,2019-07-01,47.9257277,-5.178478673000001,42.747249027
2019-20,14,Manipur,2019-08,2019-08-01,46.59973945973356,-8.4110899,38.18864955973356
2019-20,14,Manipur,2019-09,2019-09-01,48.5183463,-6.2506642,42.267682099999995
2019-20,14,Manipur,2019-10,2019-10-01,38.5806374,-8.278120143,30.302517256999998
2019-20,14,Manipur,2019-11,2019-11-01,56.772349,0.0,56.772349
2019-20,14,Manipur,2019-12,2019-12-01,70.0,-11.5,58.5
2019-20,14,Manipur,2020-01,2020-01-01,50.0,0.0,50.0
2019-20,14,Manipur,2020-02,2020-02-01,55.5,0.0,55.5
2019-20,14,Manipur,2020-03,2020-03-01,42.2485575,2.6059671329043237,44.85452463290432
2019-20,15,Mizoram,2019-04,2019-04-01,32.4947866,2.8346747304503803,35.32946133045038
2019-20,15,Mizoram,2019-05,2019-05-01,35.3415289,0.0,35.3415289
2019-20,15,Mizoram,2019-06,2019-06-01,30.9505532,0.0,30.9505532
2019-20,15,Mizoram,2019-07,2019-07-01,25.6407534,-2.509309635,23.131443765
2019-20,15,Mizoram,2019-08,2019-08-01,26.316714841792734,-4.750075,21.566639841792735
2019-20,15,Mizoram,2019-09,2019-09-01,29.0827415,-3.7937816,25.288959900000002
2019-20,15,Mizoram,2019-10,2019-10-01,28.8635142,-6.193149078,22.670365122
2019-20,15,Mizoram,2019-11,2019-11-01,37.4652099,0.0,37.4652099
2019-20,15,Mizoram,2019-12,2019-12-01,42.0,-6.75,35.25
2019-20,15,Mizoram,2020-01,2020-01-01,34.0,0.0,34.0
2019-20,15,Mizoram,2020-02,2020-02-01,37.5,0.0,37.5
2019-20,15,Mizoram,2020-03,2020-03-01,29.4770571,1.4359410732329947,30.912998173232996
2019-20,16,Tripura,2019-04,2019-04-01,58.7161806,11.835228416431788,70.55140901643179
2019-20,16,Tripura,2019-05,2019-05-01,53.7745235,0.0,53.7745235
2019-20,16,Tripura,2019-06,2019-06-01,59.1969532,0.0,59.1969532
2019-20,16,Tripura,2019-07,2019-07-01,56.2772145,-0.4512758070000018,55.825938693
2019-20,16,Tripura,2019-08,2019-08-01,44.10392299910162,-7.9606038,36.14331919910162
2019-20,16,Tripura,2019-09,2019-09-01,50.1366787,-6.211161,43.9255177
2019-20,16,Tripura,2019-10,2019-10-01,43.7032988,-9.377272694,34.326026106
2019-20,16,Tripura,2019-11,2019-11-01,54.4916046,0.0,54.4916046
2019-20,16,Tripura,2019-12,2019-12-01,52.0,-8.5,43.5
2019-20,16,Tripura,2020-01,2020-01-01,49.0,0.0,49.0
2019-20,16,Tripura,2020-02,2020-02-01,51.1,0.0,51.1
2019-20,16,Tripura,2020-03,2020-03-01,56.6761789,5.9033133010689784,62.57949220106897
2019-20,17,Meghalaya,2019-04,2019-04-01,51.6665344,9.546000864277266,61.21253526427727
2019-20,17,Meghalaya,2019-05,2019-05-01,44.1762257,0.0,44.1762257
2019-20,17,Meghalaya,2019-06,2019-06-01,48.7546049,0.0,48.7546049
2019-20,17,Meghalaya,2019-07,2019-07-01,46.7392798,1.6661522219999991,48.405432022
2019-20,17,Meghalaya,2019-08,2019-08-01,36.62434479682276,-6.6105661,30.01377869682276
2019-20,17,Meghalaya,2019-09,2019-09-01,39.5350328,-5.1977417,34.3372911
2019-20,17,Meghalaya,2019-10,2019-10-01,37.2071815,-7.983422223000001,29.223759276999996
2019-20,17,Meghalaya,2019-11,2019-11-01,52.2418561,0.0,52.2418561
2019-20,17,Meghalaya,2019-12,2019-12-01,53.0,-8.75,44.25
2019-20,17,Meghalaya,2020-01,2020-01-01,51.0,0.0,51.0
2019-20,17,Meghalaya,2020-02,2020-02-01,53.0,0.0,53.0
2019-20,17,Meghalaya,2020-03,2020-03-01,34.7335924,4.7864702441099825,39.520062644109984
2019-20,18,Assam,2019-04,2019-04-01,363.5120152,89.81496796946033,453.32698316946033
2019-20,18,Assam,2019-05,2019-05-01,366.7313257,0.0,366.7313257
2019-20,18,Assam,2019-06,2019-06-01,420.1849909,0.0,420.1849909
2019-20,18,Assam,2019-07,2019-07-01,381.6592907,1.5296848740000115,383.188975574
2019-20,18,Assam,2019-08,2019-08-01,310.5236271809236,-56.0484283,254.47519888092359
2019-20,18,Assam,2019-09,2019-09-01,343.6597698,-41.6235515,302.0362183
2019-20,18,Assam,2019-10,2019-10-01,289.0560255,-62.0217981,227.03422739999996
2019-20,18,Assam,2019-11,2019-11-01,455.8306501,0.0,455.8306501
2019-20,18,Assam,2019-12,2019-12-01,352.0,-57.25,294.75
2019-20,18,Assam,2020-01,2020-01-01,337.0,0.0,337.0
2019-20,18,Assam,2020-02,2020-02-01,357.2,0.0,357.2
2019-20,18,Assam,2020-03,2020-03-01,331.7145769,44.780088283784494,376.4946651837845
2019-20,19,West Bengal,2019-04,2019-04-01,737.4552754,301.57481882201694,1039.030094222017
2019-20,19,West Bengal,2019-05,2019-05-01,682.2720694,0.0,682.2720694
2019-20,19,West Bengal,2019-06,2019-06-01,733.8391919,0.0,733.8391919
2019-20,19,West Bengal,2019-07,2019-07-01,1051.5328062,92.22865639099999,1143.761462591
2019-20,19,West Bengal,2019-08,2019-08-01,904.8228622461313,-163.3173611,741.5055011461313
2019-20,19,West Bengal,2019-09,2019-09-01,866.9867192,-106.6469965,760.3397227
2019-20,19,West Bengal,2019-10,2019-10-01,828.1399943,-177.6912674,650.4487269
2019-20,19,West Bengal,2019-11,2019-11-01,1013.1321102,0.0,1013.1321102
2019-20,19,West Bengal,2019-12,2019-12-01,797.0,-128.25,668.75
2019-20,19,West Bengal,2020-01,2020-01-01,897.0,0.0,897.0
2019-20,19,West Bengal,2020-02,2020-02-01,784.0,0.0,784.0
2019-20,19,West Bengal,2020-03,2020-03-01,772.8202863,150.45471467319044,923.2750009731905
2019-20,20,Jharkhand,2019-04,2019-04-01,170.1280443,96.19242340955729,266.3204677095573
2019-20,20,Jharkhand,2019-05,2019-05-01,179.9699746,0.0,179.9699746
2019-20,20,Jharkhand,2019-06,2019-06-01,187.2751257,0.0,187.2751257
2019-20,20,Jharkhand,2019-07,2019-07-01,271.3554705,29.729710855000008,301.08518135500003
2019-20,20,Jharkhand,2019-08,2019-08-01,238.35171917744356,-43.0216514,195.33006777744356
2019-20,20,Jharkhand,2019-09,2019-09-01,244.129097,-27.9792703,216.1498267
2019-20,20,Jharkhand,2019-10,2019-10-01,133.7428095,-28.69675357,105.04605593
2019-20,20,Jharkhand,2019-11,2019-11-01,339.6533885,0.0,339.6533885
2019-20,20,Jharkhand,2019-12,2019-12-01,260.0,-42.24999999999999,217.75
2019-20,20,Jharkhand,2020-01,2020-01-01,268.0,0.0,268.0
2019-20,20,Jharkhand,2020-02,2020-02-01,197.9,0.0,197.9
2019-20,20,Jharkhand,2020-03,2020-03-01,172.525056,47.971068446524484,220.4961244465245
2019-20,21,Odisha,2019-04,2019-04-01,332.5181268,165.80003645203857,498.3181632520386
2019-20,21,Odisha,2019-05,2019-05-01,261.529411,0.0,261.529411
2019-20,21,Odisha,2019-06,2019-06-01,276.6486259,0.0,276.6486259
2019-20,21,Odisha,2019-07,2019-07-01,391.6334957,85.10809884499999,476.741594545
2019-20,21,Odisha,2019-08,2019-08-01,356.46265057834626,-64.3402613,292.12238927834625
2019-20,21,Odisha,2019-09,2019-09-01,363.2162556,-43.003876,320.2123796
2019-20,21,Odisha,2019-10,2019-10-01,307.6951799,-66.02114,241.67403990000003
2019-20,21,Odisha,2019-11,2019-11-01,377.4681206,0.0,377.4681206
2019-20,21,Odisha,2019-12,2019-12-01,420.0,-68.25,351.75
2019-20,21,Odisha,2020-01,2020-01-01,408.0,0.0,408.0
2019-20,21,Odisha,2020-02,2020-02-01,398.7,0.0,398.7
2019-20,21,Odisha,2020-03,2020-03-01,401.2294532,82.69956921767802,483.929022417678
2019-20,22,Chhattisgarh,2019-04,2019-04-01,140.3623907,110.39490758521754,250.75729828521753
2019-20,22,Chhattisgarh,2019-05,2019-05-01,132.0365725,0.0,132.0365725
2019-20,22,Chhattisgarh,2019-06,2019-06-01,146.4914908,0.0,146.4914908
2019-20,22,Chhattisgarh,2019-07,2019-07-01,235.3666149,66.090683318,301.457298218
2019-20,22,Chhattisgarh,2019-08,2019-08-01,191.49359072661244,-34.5639232,156.92966752661243
2019-20,22,Chhattisgarh,2019-09,2019-09-01,197.7905932,-23.2787151,174.5118781
2019-20,22,Chhattisgarh,2019-10,2019-10-01,197.7888528,-42.43890186,155.34995093999999
2019-20,22,Chhattisgarh,2019-11,2019-11-01,215.3789404,0.0,215.3789404
2019-20,22,Chhattisgarh,2019-12,2019-12-01,184.0,-30.5,153.5
2019-20,22,Chhattisgarh,2020-01,2020-01-01,167.0,0.0,167.0
2019-20,22,Chhattisgarh,2020-02,2020-02-01,136.2,0.0,136.2
2019-20,22,Chhattisgarh,2020-03,2020-03-01,99.9981474,55.04440780726479,155.0425552072648
2019-20,23,Madhya Pradesh,2019-04,2019-04-01,820.4473724,230.0211522842622,1050.468524684262
2019-20,23,Madhya Pradesh,2019-05,2019-05-01,757.023141,0.0,757.023141
2019-20,23,Madhya Pradesh,2019-06,2019-06-01,890.8289168,0.0,890.8289168
2019-20,23,Madhya Pradesh,2019-07,2019-07-01,1058.7198272,25.88496007500001,1084.604787275
2019-20,23,Madhya Pradesh,2019-08,2019-08-01,803.5392472124115,-145.0360229,658.5032243124115
2019-20,23,Madhya Pradesh,2019-09,2019-09-01,743.3615969,-93.2342127,650.1273842
2019-20,23,Madhya Pradesh,2019-10,2019-10-01,640.0017366,-137.323062,502.67867459999997
2019-20,23,Madhya Pradesh,2019-11,2019-11-01,970.2787315,0.0,970.2787315
2019-20,23,Madhya Pradesh,2019-12,2019-12-01,837.0,-135.5,701.5
2019-20,23,Madhya Pradesh,2020-01,2020-01-01,870.0,0.0,870.0
2019-20,23,Madhya Pradesh,2020-02,2020-02-01,815.8,0.0,815.8
2019-20,23,Madhya Pradesh,2020-03,2020-03-01,720.0168972,114.76891985321491,834.7858170532149
2019-20,24,Gujarat,2019-04,2019-04-01,590.6642985,433.002379678265,1023.666678178265
2019-20,24,Gujarat,2019-05,2019-05-01,438.9174336,0.0,438.9174336
2019-20,24,Gujarat,2019-06,2019-06-01,419.1660107,0.0,419.1660107
2019-20,24,Gujarat,2019-07,2019-07-01,1115.1512364,46.28373717000002,1161.43497357
2019-20,24,Gujarat,2019-08,2019-08-01,838.7077612652118,-151.3838166,687.3239446652119
2019-20,24,Gujarat,2019-09,2019-09-01,829.6878591,-74.8929942,754.7948649
2019-20,24,Gujarat,2019-10,2019-10-01,407.027685,-87.33458802,319.69309698
2019-20,24,Gujarat,2019-11,2019-11-01,437.3657653,0.0,437.3657653
2019-20,24,Gujarat,2019-12,2019-12-01,563.0,-88.25,474.75
2019-20,24,Gujarat,2020-01,2020-01-01,656.0,0.0,656.0
2019-20,24,Gujarat,2020-02,2020-02-01,674.6,0.0,674.6
2019-20,24,Gujarat,2020-03,2020-03-01,479.4454327,215.97617401478487,695.421606714785
2019-20,25,Daman and Diu,2019-04,2019-04-01,1.1506138,9.698796958550453,10.849410758550453
2019-20,25,Daman and Diu,2019-05,2019-05-01,-0.4363941,0.0,-0.4363941
2019-20,25,Daman and Diu,2019-06,2019-06-01,-3.0732025,0.0,-3.0732025
2019-20,25,Daman and Diu,2019-07,2019-07-01,3.0320709,6.509600909,9.541671809
2019-20,25,Daman and Diu,2019-08,2019-08-01,3.6332283024864203,-0.655785,2.9774433024864204
2019-20,25,Daman and Diu,2019-09,2019-09-01,5.337322,-0.0447266,5.292595400000001
2019-20,25,Daman and Diu,2019-10,2019-10-01,0.4984731,-0.106955724,0.39151737600000003
2019-20,25,Daman and Diu,2019-11,2019-11-01,0.9793195,0.0,0.9793195
2019-20,25,Daman and Diu,2019-12,2019-12-01,1.0,-0.25,0.75
2019-20,25,Daman and Diu,2020-01,2020-01-01,0.0,0.0,0.0
2019-20,25,Daman and Diu,2020-02,2020-02-01,3.1,0.0,3.1
2019-20,25,Daman and Diu,2020-03,2020-03-01,0.8178631,4.839653246822315,5.657516346822315
2019-20,26,Dadra and Nagar Haveli,2019-04,2019-04-01,9.696582,11.500002107995535,21.196584107995534
2019-20,26,Dadra and Nagar Haveli,2019-05,2019-05-01,-2.4912032,0.0,-2.4912032
2019-20,26,Dadra and Nagar Haveli,2019-06,2019-06-01,-10.6353834,0.0,-10.6353834
2019-20,26,Dadra and Nagar Haveli,2019-07,2019-07-01,13.4203597,-0.6608279830000008,12.759531717
2019-20,26,Dadra and Nagar Haveli,2019-08,2019-08-01,12.223151091476552,-2.206236,10.016915091476552
2019-20,26,Dadra and Nagar Haveli,2019-09,2019-09-01,26.8881351,-1.9601962,24.9279389
2019-20,26,Dadra and Nagar Haveli,2019-10,2019-10-01,8.6247765,-1.8505898760000001,6.7741866239999995
2019-20,26,Dadra and Nagar Haveli,2019-11,2019-11-01,15.778961,0.0,15.778961
2019-20,26,Dadra and Nagar Haveli,2019-12,2019-12-01,6.0,-0.7499999999999999,5.25
2019-20,26,Dadra and Nagar Haveli,2020-01,2020-01-01,10.0,0.0,10.0
2019-20,26,Dadra and Nagar Haveli,2020-02,2020-02-01,12.1,0.0,12.1
2019-20,26,Dadra and Nagar Haveli,2020-03,2020-03-01,9.5425296,5.743764292931979,15.28629389293198
2019-20,27,Maharashtra,2019-04,2019-04-01,1731.6513965,907.8972034090734,2639.5485999090733
2019-20,27,Maharashtra,2019-05,2019-05-01,1233.2086844,0.0,1233.2086844
2019-20,27,Maharashtra,2019-06,2019-06-01,497.9059602,0.0,497.9059602
2019-20,27,Maharashtra,2019-07,2019-07-01,2463.3605968,662.0992251969999,3125.4598219970003
2019-20,27,Maharashtra,2019-08,2019-08-01,2050.1477498306426,-370.0444963,1680.1032535306426
2019-20,27,Maharashtra,2019-09,2019-09-01,1584.1062151,-215.7134892,1368.3927259000002
2019-20,27,Maharashtra,2019-10,2019-10-01,1682.2866971,-360.9627085,1321.3239886000001
2019-20,27,Maharashtra,2019-11,2019-11-01,1720.2625393,0.0,1720.2625393
2019-20,27,Maharashtra,2019-12,2019-12-01,2176.0,-273.75,1902.25
2019-20,27,Maharashtra,2020-01,2020-01-01,2203.0,0.0,2203.0
2019-20,27,Maharashtra,2020-02,2020-02-01,1909.0,0.0,1909.0
2019-20,27,Maharashtra,2020-03,2020-03-01,1439.8601927,452.90645109822896,1892.7666437982289
2019-20,29,Karnataka,2019-04,2019-04-01,1175.3313956,542.3583116754439,1717.6897072754439
2019-20,29,Karnataka,2019-05,2019-05-01,1139.5323167,0.0,1139.5323167
2019-20,29,Karnataka,2019-06,2019-06-01,1092.5054258,0.0,1092.5054258
2019-20,29,Karnataka,2019-07,2019-07-01,1629.4435264,201.32154492,1830.76507132
2019-20,29,Karnataka,2019-08,2019-08-01,1341.214144620759,-242.0844608,1099.129683820759
2019-20,29,Karnataka,2019-09,2019-09-01,1409.0194165999999,-169.3484687,1239.6709478999999
2019-20,29,Karnataka,2019-10,2019-10-01,1132.2728401,-242.9480491,889.324791
2019-20,29,Karnataka,2019-11,2019-11-01,1440.7435354,0.0,1440.7435354
2019-20,29,Karnataka,2019-12,2019-12-01,1183.0,-185.5,997.5
2019-20,29,Karnataka,2020-01,2020-01-01,1471.0,0.0,1471.0
2019-20,29,Karnataka,2020-02,2020-02-01,1382.7,0.0,1382.7
2019-20,29,Karnataka,2020-03,2020-03-01,1306.6913468,270.54193479763865,1577.2332815976388
2019-20,30,Goa,2019-04,2019-04-01,46.2248706,32.73253275903791,78.95740335903791
2019-20,30,Goa,2019-05,2019-05-01,57.0276393,0.0,57.0276393
2019-20,30,Goa,2019-06,2019-06-01,52.5432742,0.0,52.5432742
2019-20,30,Goa,2019-07,2019-07-01,61.5823566,-0.9334374389999986,60.648919160999995
2019-20,30,Goa,2019-08,2019-08-01,48.3333296885163,-8.7239969,39.6093327885163
2019-20,30,Goa,2019-09,2019-09-01,90.3163782,-8.1909117,82.1254665
2019-20,30,Goa,2019-10,2019-10-01,56.363636,-12.09375949,44.26987651
2019-20,30,Goa,2019-11,2019-11-01,82.0724439,0.0,82.0724439
2019-20,30,Goa,2019-12,2019-12-01,97.0,-12.750000000000002,84.25
2019-20,30,Goa,2020-01,2020-01-01,133.0,0.0,133.0
2019-20,30,Goa,2020-02,2020-02-01,75.3,0.0,75.3
2019-20,30,Goa,2020-03,2020-03-01,64.0202528,16.32718183268627,80.34743463268626
2019-20,31,Lakshadweep,2019-04,2019-04-01,1.3019923,0.0,1.3019923
2019-20,31,Lakshadweep,2019-05,2019-05-01,1.3473619,0.0,1.3473619
2019-20,31,Lakshadweep,2019-06,2019-06-01,0.6161942,0.0,0.6161942
2019-20,31,Lakshadweep,2019-07,2019-07-01,0.9227588,-0.0030155439999999998,0.919743256
2019-20,31,Lakshadweep,2019-08,2019-08-01,1.9373163,0.0,1.9373163
2019-20,31,Lakshadweep,2019-09,2019-09-01,1.4142027000000001,0.0,1.4142027000000001
2019-20,31,Lakshadweep,2019-10,2019-10-01,2.7399527,0.0,2.7399527
2019-20,31,Lakshadweep,2019-11,2019-11-01,0.8877952,0.0,0.8877952
2019-20,31,Lakshadweep,2019-12,2019-12-01,2.0,0.0,2.0
2019-20,31,Lakshadweep,2020-01,2020-01-01,1.0,0.0,1.0
2019-20,31,Lakshadweep,2020-02,2020-02-01,1.6,0.0,1.6
2019-20,31,Lakshadweep,2020-03,2020-03-01,1.0605083,0.0,1.0605083
2019-20,32,Kerala,2019-04,2019-04-01,871.1621582,252.4117964668684,1123.5739546668683
2019-20,32,Kerala,2019-05,2019-05-01,849.2987844,0.0,849.2987844
2019-20,32,Kerala,2019-06,2019-06-01,921.5101036,0.0,921.5101036
2019-20,32,Kerala,2019-07,2019-07-01,911.5755034,96.22029802000003,1007.7958014200001
2019-20,32,Kerala,2019-08,2019-08-01,815.6480695448989,-147.221623,668.4264465448989
2019-20,32,Kerala,2019-09,2019-09-01,834.8542335,-107.4314566,727.4227768999999
2019-20,32,Kerala,2019-10,2019-10-01,731.4597309,-156.9469021,574.5128288
2019-20,32,Kerala,2019-11,2019-11-01,854.2691148,0.0,854.2691148
2019-20,32,Kerala,2019-12,2019-12-01,737.0,-119.0,618.0
2019-20,32,Kerala,2020-01,2020-01-01,817.0,0.0,817.0
2019-20,32,Kerala,2020-02,2020-02-01,807.8,0.0,807.8
2019-20,32,Kerala,2020-03,2020-03-01,781.8416788,125.93735042280485,907.7790292228049
2019-20,33,Tamil Nadu,2019-04,2019-04-01,1116.0847189,446.95697424222107,1563.0416931422212
2019-20,33,Tamil Nadu,2019-05,2019-05-01,1098.4326789,0.0,1098.4326789
2019-20,33,Tamil Nadu,2019-06,2019-06-01,892.1525312,0.0,892.1525312
2019-20,33,Tamil Nadu,2019-07,2019-07-01,1445.062087,215.69113382400002,1660.753220824
2019-20,33,Tamil Nadu,2019-08,2019-08-01,1344.8893964277113,-242.7478309,1102.1415655277112
2019-20,33,Tamil Nadu,2019-09,2019-09-01,1250.3480697,-161.0566477,1089.291422
2019-20,33,Tamil Nadu,2019-10,2019-10-01,991.8094956,-212.8092926,779.000203
2019-20,33,Tamil Nadu,2019-11,2019-11-01,940.5940579,0.0,940.5940579
2019-20,33,Tamil Nadu,2019-12,2019-12-01,809.0,-131.25,677.75
2019-20,33,Tamil Nadu,2020-01,2020-01-01,1099.0,0.0,1099.0
2019-20,33,Tamil Nadu,2020-02,2020-02-01,1015.2,0.0,1015.2
2019-20,33,Tamil Nadu,2020-03,2020-03-01,997.5141859,222.9431473701005,1220.4573332701004
2019-20,34,Puducherry,2019-04,2019-04-01,25.6684124,16.436491765885513,42.104904165885515
2019-20,34,Puducherry,2019-05,2019-05-01,30.5060888,0.0,30.5060888
2019-20,34,Puducherry,2019-06,2019-06-01,30.8087648,0.0,30.8087648
2019-20,34,Puducherry,2019-07,2019-07-01,27.8332926,6.8761404,34.709433
2019-20,34,Puducherry,2019-08,2019-08-01,31.156293606367637,-5.623602,25.532691606367635
2019-20,34,Puducherry,2019-09,2019-09-01,30.066499800000003,-2.9575967,27.108903100000003
2019-20,34,Puducherry,2019-10,2019-10-01,18.6916572,-4.010607234,14.681049966000002
2019-20,34,Puducherry,2019-11,2019-11-01,32.551452,0.0,32.551452
2019-20,34,Puducherry,2019-12,2019-12-01,32.0,-5.25,26.75
2019-20,34,Puducherry,2020-01,2020-01-01,31.0,0.0,31.0
2019-20,34,Puducherry,2020-02,2020-02-01,32.2,0.0,32.2
2019-20,34,Puducherry,2020-03,2020-03-01,33.2756485,8.190182417699303,41.46583091769931
2019-20,35,Andaman and Nicobar Island,2019-04,2019-04-01,20.6094664,1.5240966649150711,22.13356306491507
2019-20,35,Andaman and Nicobar Island,2019-05,2019-05-01,13.4254717,0.0,13.4254717
2019-20,35,Andaman and Nicobar Island,2019-06,2019-06-01,15.0567018,0.0,15.0567018
2019-20,35,Andaman and Nicobar Island,2019-07,2019-07-01,14.4740861,-1.7990291950000001,12.675056904999998
2019-20,35,Andaman and Nicobar Island,2019-08,2019-08-01,19.329660674352784,-3.4889361,15.840724574352784
2019-20,35,Andaman and Nicobar Island,2019-09,2019-09-01,12.5901674,-1.5853246,11.0048428
2019-20,35,Andaman and Nicobar Island,2019-10,2019-10-01,11.94397,-2.562778243,9.381191757
2019-20,35,Andaman and Nicobar Island,2019-11,2019-11-01,24.6472267,0.0,24.6472267
2019-20,35,Andaman and Nicobar Island,2019-12,2019-12-01,26.0,-4.25,21.75
2019-20,35,Andaman and Nicobar Island,2020-01,2020-01-01,18.0,0.0,18.0
2019-20,35,Andaman and Nicobar Island,2020-02,2020-02-01,16.8,0.0,16.8
2019-20,35,Andaman and Nicobar Island,2020-03,2020-03-01,19.7172355,0.7445620379726638,20.461797537972664
2019-20,36,Telangana,2019-04,2019-04-01,911.8136052,241.7183307958708,1153.5319359958708
2019-20,36,Telangana,2019-05,2019-05-01,797.6306998,0.0,797.6306998
2019-20,36,Telangana,2019-06,2019-06-01,793.3732169,0.0,793.3732169
2019-20,36,Telangana,2019-07,2019-07-01,1040.2577846,47.048385034000034,1087.306169634
2019-20,36,Telangana,2019-08,2019-08-01,873.7289613702042,-157.7050207,716.0239406702042
2019-20,36,Telangana,2019-09,2019-09-01,912.9931452,-116.5642952,796.42885
2019-20,36,Telangana,2019-10,2019-10-01,785.5390788,-168.5505295,616.9885492999999
2019-20,36,Telangana,2019-11,2019-11-01,944.7687816,0.0,944.7687816
2019-20,36,Telangana,2019-12,2019-12-01,712.0,-130.25,581.75
2019-20,36,Telangana,2020-01,2020-01-01,964.0,0.0,964.0
2019-20,36,Telangana,2020-02,2020-02-01,842.3,0.0,842.3
2019-20,36,Telangana,2020-03,2020-03-01,855.6758528,120.56586714885921,976.2417199488592
2019-20,37,Andhra Pradesh,2019-04,2019-04-01,934.9483965,201.81725662040145,1136.7656531204013
2019-20,37,Andhra Pradesh,2019-05,2019-05-01,828.3555657,0.0,828.3555657
2019-20,37,Andhra Pradesh,2019-06,2019-06-01,869.7878926,0.0,869.7878926
2019-20,37,Andhra Pradesh,2019-07,2019-07-01,938.238616,-0.29894490499998483,937.939671095
2019-20,37,Andhra Pradesh,2019-08,2019-08-01,781.2106156849503,-141.005783,640.2048326849504
2019-20,37,Andhra Pradesh,2019-09,2019-09-01,846.8056446,-104.173104,742.6325406000001
2019-20,37,Andhra Pradesh,2019-10,2019-10-01,768.4012516,-164.8733225,603.5279291
2019-20,37,Andhra Pradesh,2019-11,2019-11-01,998.8298099,0.0,998.8298099
2019-20,37,Andhra Pradesh,2019-12,2019-12-01,815.0,-133.75,681.25
2019-20,37,Andhra Pradesh,2020-01,2020-01-01,963.0,0.0,963.0
2019-20,37,Andhra Pradesh,2020-02,2020-02-01,903.3,0.0,903.3
2019-20,37,Andhra Pradesh,2020-03,2020-03-01,867.4340155,103.86640429718662,971.3004197971866
2019-20,38,Ladakh,2019-04,2019-04-01,,0.0,0.0
2019-20,38,Ladakh,2019-05,2019-05-01,,0.0,0.0
2019-20,38,Ladakh,2019-06,2019-06-01,,0.0,0.0
2019-20,38,Ladakh,2019-07,2019-07-01,,0.0,0.0
2019-20,38,Ladakh,2019-08,2019-08-01,,0.0,0.0
2019-20,38,Ladakh,2019-09,2019-09-01,,0.0,0.0
2019-20,38,Ladakh,2019-10,2019-10-01,,0.0,0.0
